,index,tmean0,tmean1,tmean2,tmean3,tmax0,tmax1,tmax2,tmax3,tmin0,tmin1,tmin2,tdi0,tdi1,tdi2,tdi3,tdi4,tdi5,mean_rainfall0,rh0,rh1,rh2,rh3,rh4,rh5,nino0,nino1,nino2,nino3,nino4,nino5,act0,bre0,dengue,month,eip,year,population,dengue_per
30,2008-12-31,24.17387100958055,24.62816664377848,24.98290326518397,25.075499979654943,28.908064565350934,28.91549994150797,29.02112902364423,29.301666673024496,19.439032262371438,20.341500027974448,20.946774298144923,9.4690323029795,8.573999913533529,8.074354725499306,8.451666736602784,7.256774102487872,7.255483719610399,18.663000227659943,75.73381,83.96862,86.63803,86.943665,88.95111,90.010216,25.74,26.25,26.37,26.47,26.72,26.99,0,0,231.0,12,13.237210083943806,2008,34068138,0.6780529067951997
31,2009-01-31,24.08387098004741,24.17387100958055,24.62816664377848,24.98290326518397,29.76758058609501,28.908064565350934,28.91549994150797,29.02112902364423,18.4003225141956,19.439032262371438,20.341500027974448,11.367258071899414,9.4690323029795,8.573999913533529,8.074354725499306,8.451666736602784,7.256774102487872,3.361970001608133,65.76807,75.73381,83.96862,86.63803,86.943665,88.95111,25.66,25.74,26.25,26.37,26.47,26.72,0,0,208.0,1,13.33501454496786,2009,34403346,0.6045923556388962
32,2009-02-28,25.32928572382246,24.08387098004741,24.17387100958055,24.62816664377848,31.37607145309448,29.76758058609501,28.908064565350934,28.91549994150797,19.28053569793701,18.4003225141956,19.439032262371438,12.09553575515747,11.367258071899414,9.4690323029795,8.573999913533529,8.074354725499306,8.451666736602784,0.8448111258447168,66.07932,65.76807,75.73381,83.96862,86.63803,86.943665,25.96,25.66,25.74,26.25,26.37,26.47,0,0,146.0,2,13.716435835165555,2009,34403346,0.4243773265542253
33,2009-03-31,26.84822590120377,25.32928572382246,24.08387098004741,24.17387100958055,32.40580638762443,31.37607145309448,29.76758058609501,28.908064565350934,21.29096775670205,19.28053569793701,18.4003225141956,11.11483863092238,12.09553575515747,11.367258071899414,9.4690323029795,8.573999913533529,8.074354725499306,73.8793710179627,74.555725,66.07932,65.76807,75.73381,83.96862,86.63803,26.59,25.96,25.66,25.74,26.25,26.37,0,0,60.0,3,14.220880079072428,2009,34403346,0.17440164104968162
34,2009-04-30,27.521499888102213,26.84822590120377,25.32928572382246,24.08387098004741,32.505666446685794,32.40580638762443,31.37607145309448,29.76758058609501,22.539333375295005,21.29096775670205,19.28053569793701,9.966333071390787,11.11483863092238,12.09553575515747,11.367258071899414,9.4690323029795,8.573999913533529,62.414808128625154,80.44921,74.555725,66.07932,65.76807,75.73381,83.96862,27.47,26.59,25.96,25.66,25.74,26.25,0,0,73.0,4,14.322995391435967,2009,34403346,0.21218866327711264
35,2009-05-31,26.9404838931176,27.521499888102213,26.84822590120377,25.32928572382246,31.477741764437766,32.505666446685794,32.40580638762443,31.37607145309448,22.40322580645161,22.539333375295005,21.29096775670205,9.074515957986154,9.966333071390787,11.11483863092238,12.09553575515747,11.367258071899414,9.4690323029795,157.32858100920916,85.163475,80.44921,74.555725,66.07932,65.76807,75.73381,27.99,27.47,26.59,25.96,25.66,25.74,0,0,86.0,5,12.972812779153283,2009,34403346,0.24997568550454366
36,2009-06-30,25.499333381652832,26.9404838931176,27.521499888102213,26.84822590120377,29.307833353678387,31.477741764437766,32.505666446685794,32.40580638762443,21.692499923706052,22.40322580645161,22.539333375295005,7.61533342997233,9.074515957986154,9.966333071390787,11.11483863092238,12.09553575515747,11.367258071899414,359.2417902694643,89.49288,85.163475,80.44921,74.555725,66.07932,65.76807,28.04,27.99,27.47,26.59,25.96,25.66,0,20,183.0,6,11.49716058011652,2009,34403346,0.531925005201529
37,2009-07-31,24.661451555067494,25.499333381652832,26.9404838931176,27.521499888102213,28.10483861738636,29.307833353678387,31.477741764437766,32.505666446685794,21.218870932056056,21.692499923706052,22.40322580645161,6.885967685330298,7.61533342997233,9.074515957986154,9.966333071390787,11.11483863092238,12.09553575515747,858.7573832559585,90.12498,89.49288,85.163475,80.44921,74.555725,66.07932,27.78,28.04,27.99,27.47,26.59,25.96,22,6,196.0,7,10.897951293532756,2009,34403346,0.56971202742896
38,2009-08-31,25.237580545486946,24.661451555067494,25.499333381652832,26.9404838931176,28.97919365667528,28.10483861738636,29.307833353678387,31.477741764437766,21.495967803462857,21.218870932056056,21.692499923706052,7.483225853212418,6.885967685330298,7.61533342997233,9.074515957986154,9.966333071390787,11.11483863092238,253.8681013517082,88.3345,90.12498,89.49288,85.163475,80.44921,74.555725,27.42,27.78,28.04,27.99,27.47,26.59,8,16,191.0,8,11.413143027213462,2009,34403346,0.5551785573414865
39,2009-09-30,25.30083328882853,25.237580545486946,24.661451555067494,25.499333381652832,29.11566664377848,28.97919365667528,28.10483861738636,29.307833353678387,21.486000092824305,21.495967803462857,21.218870932056056,7.629666550954183,7.483225853212418,6.885967685330298,7.61533342997233,9.074515957986154,9.966333071390787,342.40785249948505,89.938995,88.3345,90.12498,89.49288,85.163475,80.44921,27.4,27.42,27.78,28.04,27.99,27.47,13,0,116.0,9,12.798616179573717,2009,34403346,0.3371765060293845
40,2009-10-31,25.57306465025871,25.30083328882853,25.237580545486946,24.661451555067494,29.90758065254457,29.11566664377848,28.97919365667528,28.10483861738636,21.23822578307121,21.486000092824305,21.495967803462857,8.669354869473365,7.629666550954183,7.483225853212418,6.885967685330298,7.61533342997233,9.074515957986154,219.9588258485496,85.45289,89.938995,88.3345,90.12498,89.49288,85.163475,27.6,27.4,27.42,27.78,28.04,27.99,0,0,88.0,10,13.680188062024019,2009,34403346,0.255789073539533
41,2009-11-30,24.778500048319497,25.57306465025871,25.30083328882853,25.237580545486946,28.716500027974448,29.90758065254457,29.11566664377848,28.97919365667528,20.84000002543132,21.23822578307121,21.486000092824305,7.876500002543131,8.669354869473365,7.629666550954183,7.483225853212418,6.885967685330298,7.61533342997233,267.7063951216638,85.51775,85.45289,89.938995,88.3345,90.12498,89.49288,28.16,27.6,27.4,27.42,27.78,28.04,0,0,47.0,11,13.06773747758187,2009,34403346,0.1366146188222506
42,2009-12-31,24.804193588995165,24.778500048319497,25.57306465025871,25.30083328882853,29.15322571416055,28.716500027974448,29.90758065254457,29.11566664377848,20.454677427968672,20.84000002543132,21.23822578307121,8.698548286191878,7.876500002543131,8.669354869473365,7.629666550954183,7.483225853212418,6.885967685330298,55.51886519178749,79.76892,85.51775,85.45289,89.938995,88.3345,90.12498,28.34,28.16,27.6,27.4,27.42,27.78,0,0,31.0,12,13.002190086827857,2009,34403346,0.0901075145423355
43,2010-01-31,24.542419310539,24.804193588995165,24.778500048319497,25.57306465025871,29.67806456165929,29.15322571416055,28.716500027974448,29.90758065254457,19.36709687017625,20.454677427968672,20.84000002543132,10.310967691483036,8.698548286191878,7.876500002543131,8.669354869473365,7.629666550954183,7.483225853212418,20.05830632284284,70.93855,79.76892,85.51775,85.45289,89.938995,88.3345,28.07,28.34,28.16,27.6,27.4,27.42,0,0,88.0,1,12.723814795502742,2010,34727678,0.25340018414130655
44,2010-02-28,25.853392839431763,24.542419310539,24.804193588995165,24.778500048319497,31.53410724231175,29.67806456165929,29.15322571416055,28.716500027974448,20.183392797197616,19.36709687017625,20.454677427968672,11.350714445114136,10.310967691483036,8.698548286191878,7.876500002543131,8.669354869473365,7.629666550954183,1.2883435185253618,67.98076,70.93855,79.76892,85.51775,85.45289,89.938995,28.01,28.07,28.34,28.16,27.6,27.4,0,0,111.0,2,13.553479501105596,2010,34727678,0.31962977772369344
45,2010-03-31,27.5935483747913,25.853392839431763,24.542419310539,24.804193588995165,33.31064534956409,31.53410724231175,29.67806456165929,29.15322571416055,21.848709629428,20.183392797197616,19.36709687017625,11.461935720136088,11.350714445114136,10.310967691483036,8.698548286191878,7.876500002543131,8.669354869473365,32.372231938540935,71.20567,67.98076,70.93855,79.76892,85.51775,85.45289,28.18,28.01,28.07,28.34,28.16,27.6,0,0,127.0,3,13.525822925176955,2010,34727678,0.3657025384766583
46,2010-04-30,28.224999968210856,27.5935483747913,25.853392839431763,24.542419310539,33.392166741689046,33.31064534956409,31.53410724231175,29.67806456165929,22.93666664759318,21.848709629428,20.183392797197616,10.455500094095866,11.461935720136088,11.350714445114136,10.310967691483036,8.698548286191878,7.876500002543131,134.9328132727742,81.28618,71.20567,67.98076,70.93855,79.76892,85.51775,28.2,28.18,28.01,28.07,28.34,28.16,0,0,94.0,4,13.81025901371169,2010,34727678,0.2706774694236683
47,2010-05-31,27.53145165597239,28.224999968210856,27.5935483747913,25.853392839431763,32.08564509114912,33.392166741689046,33.31064534956409,31.53410724231175,22.93435478210449,22.93666664759318,21.848709629428,9.151290309044622,10.455500094095866,11.461935720136088,11.350714445114136,10.310967691483036,8.698548286191878,180.7328003054857,86.454254,81.28618,71.20567,67.98076,70.93855,79.76892,27.71,28.2,28.18,28.01,28.07,28.34,0,0,411.0,5,12.4433871254638,2010,34727678,1.183494041841784
48,2010-06-30,25.70333337783813,27.53145165597239,28.224999968210856,27.5935483747913,29.61966676712036,32.08564509114912,33.392166741689046,33.31064534956409,21.815833314259848,22.93435478210449,22.93666664759318,7.803833452860514,9.151290309044622,10.455500094095866,11.461935720136088,11.350714445114136,10.310967691483036,491.5245690624416,89.708206,86.454254,81.28618,71.20567,67.98076,70.93855,27.04,27.71,28.2,28.18,28.01,28.07,12,1,678.0,6,10.835707842980574,2010,34727678,1.9523332369068844
49,2010-07-31,25.1335483981717,25.70333337783813,27.53145165597239,28.224999968210856,29.25306455550655,29.61966676712036,32.08564509114912,33.392166741689046,21.135483864815004,21.815833314259848,22.93435478210449,8.117580690691549,7.803833452860514,9.151290309044622,10.455500094095866,11.461935720136088,11.350714445114136,516.0282013773918,90.24335,89.708206,86.454254,81.28618,71.20567,67.98076,26.22,27.04,27.71,28.2,28.18,28.01,10,12,434.0,7,10.305178753487697,2010,34727678,1.249723635424171
50,2010-08-31,24.832096868945705,25.1335483981717,25.70333337783813,27.53145165597239,28.252258116199123,29.25306455550655,29.61966676712036,32.08564509114912,21.44387100588891,21.135483864815004,21.815833314259848,6.808387110310216,8.117580690691549,7.803833452860514,9.151290309044622,10.455500094095866,11.461935720136088,312.4435781136155,90.1131,90.24335,89.708206,86.454254,81.28618,71.20567,25.47,26.22,27.04,27.71,28.2,28.18,0,5,227.0,8,10.88933261979924,2010,34727678,0.6536572931826885
51,2010-09-30,25.27333335876465,24.832096868945705,25.1335483981717,25.70333337783813,29.133833249409992,28.252258116199123,29.25306455550655,29.61966676712036,21.44183333714803,21.44387100588891,21.135483864815004,7.691999912261963,6.808387110310216,8.117580690691549,7.803833452860514,9.151290309044622,10.455500094095866,246.33533911198376,88.574745,90.1131,90.24335,89.708206,86.454254,81.28618,25.12,25.47,26.22,27.04,27.71,28.2,7,0,111.0,9,12.592722332321445,2010,34727678,0.31962977772369344
52,2010-10-31,25.21193550479028,25.27333335876465,24.832096868945705,25.1335483981717,29.229999880636893,29.133833249409992,28.252258116199123,29.25306455550655,21.2151612312563,21.44183333714803,21.44387100588891,8.014838649380591,7.691999912261963,6.808387110310216,8.117580690691549,7.803833452860514,9.151290309044622,370.4858336311579,89.16972,88.574745,90.1131,90.24335,89.708206,86.454254,25.03,25.12,25.47,26.22,27.04,27.71,0,0,120.0,10,13.176263093375834,2010,34727678,0.3455457056472362
53,2010-11-30,24.52033338546753,25.21193550479028,25.27333335876465,24.832096868945705,28.209166717529296,29.229999880636893,29.133833249409992,28.252258116199123,20.911666711171467,21.2151612312563,21.44183333714803,7.297500006357828,8.014838649380591,7.691999912261963,6.808387110310216,8.117580690691549,7.803833452860514,350.09865500330926,89.16834,89.16972,88.574745,90.1131,90.24335,89.708206,25.06,25.03,25.12,25.47,26.22,27.04,0,0,104.0,11,13.495851701731494,2010,34727678,0.2994729448942714
54,2010-12-31,24.01354851261262,24.52033338546753,25.21193550479028,25.27333335876465,28.25806442383797,28.209166717529296,29.229999880636893,29.133833249409992,19.885806422079764,20.911666711171467,21.2151612312563,8.372258001758206,7.297500006357828,8.014838649380591,7.691999912261963,6.808387110310216,8.117580690691549,48.88360532283783,82.17316,89.16834,89.16972,88.574745,90.1131,90.24335,25.0,25.06,25.03,25.12,25.47,26.22,0,0,92.0,12,13.030647148325674,2010,34727678,0.26491837432954773
